,Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
28,Bolivia,21.447069817114,12.060323601829,8.52787695688004,7.87404421467432,10.1932067630746,12.4254866180049,4.70844436028193,7.67322895675084,2.15951626835596,4.60822998872598,1.58965377879568,0.928258851611061,3.33727499671533,4.43738080101724,5.39323106890664,4.28239604802565,8.70560923578869,14.0068107702519,3.34645420142012,2.5032760584424,9.88446419823887,4.51560291399368,5.73640023719613,5.7666007457914,4.05961041135646,3.62321431764138,2.8227580554717,2.27205987230148,1.83954504969032,0.940742153381823,0.737383721452315
29,Brazil,17.85477,13.756052,14.411264,29.697231,17.678823,15.7576656002606,6.92671251629151,3.19507629280056,4.85844749902668,7.04414105947266,6.84035902487525,8.4501643770833,14.7149197228147,6.59718509985962,6.86953720898965,4.18356812896902,3.64127299102654,5.67859390284171,4.88803479876804,5.03872690108066,6.63644962213085,5.40349914037009,6.204310666401,6.32904015516142,9.02990102416129,8.73914352329393,3.44637335032672,3.66485028376724,3.73297621216894,3.21176803803379,8.30165975585676
30,Barbados,6.2575266327002,6.09389302994641,1.11343933604483,0.0772043884602162,1.87886279357232,2.38615222842323,7.71053878969884,-1.26888660701212,1.56006240249606,2.43581303489138,2.57783490431289,0.125249458055994,1.61943319838056,1.39442231075689,6.08218729535043,7.30766262828941,4.03422982885069,8.1081081081078,3.64386189258338,5.82421853311865,9.43220240177216,4.53334753888771,1.81410436049101,1.76950322089726,-1.11278992510961,1.28192813061894,4.66018463955997,3.67381410406798,4.10028964518463,,
31,Brunei Darussalam,1.60000000000001,1.27952755905517,4.25170068027211,2.46251844946788,5.96664139499613,1.99613650998079,1.71156004489334,-0.441379310344899,-0.415627597672449,1.55815247634947,0.595890410958983,-2.3149724245932,0.299999999999977,0.814223994682602,1.24443711883964,0.159888078345143,0.967774119525083,2.08498023715416,1.03571774271615,0.356869132017602,0.137911563169595,0.111766261400274,0.389205053123613,-0.207108731719878,-0.488347420743486,-0.278693265753062,-1.26050564628963,1.02505179290213,-0.390522069165492,1.94031996607178,1.73341388450597
32,Bhutan,12.2751729438893,15.975217361539,11.1980165874679,7.00995355009957,9.48754836789363,8.79001381935161,6.50548718269093,10.5855899892462,6.77699393553634,4.0121208107034,3.41478946111599,2.45535714285714,2.57230861693335,4.10593698272957,5.31263104637752,5.00045438022542,5.15611138758462,8.32716049382714,4.36112219119803,7.03638316073019,8.84898569946802,10.919656944683,7.00666666666705,8.27106093949327,4.54814395082202,3.21988689395718,4.9550836698513,2.72396386183716,2.72582104307304,5.62999177986902,7.34683859830958
33,Botswana,11.7650160839534,16.1676123963339,14.3308033365888,10.5429209938218,10.512546081579,10.0828580652108,8.71993127147747,6.66139865665754,7.74929619202846,8.6014851485149,6.55903767014864,8.03279662527486,9.18990265632739,6.94570363654673,8.61022528546438,11.5552187914379,7.08099847172694,12.7021883920075,8.02729703109583,6.94887658743105,8.45987233408587,7.53690261091916,5.8846070705681,4.40225309243433,3.06203169580559,2.81495791361944,3.30828076768219,3.2380155894771,2.7728644286333,1.89035916824198,7.24097765588449
34,Central African Republic,-2.76236280675761,-1.03360811667775,-2.91535849298336,24.5710137275605,19.1894039735098,3.72494110325801,1.61131347760912,-1.88520096157909,-1.41420220082553,3.20340091563112,3.8348606023736,2.33181703516236,4.13470905150995,-2.066406011363,2.8835207335902,6.69526465773352,0.959917619457091,9.25895099417076,3.52126227238643,1.49102370047805,1.19447572449846,5.47829594346122,6.98879341970198,14.8986841797549,1.40297017136816,4.94543276106514,4.18072331871272,1.61215686991555,2.68537355266785,1.71015659523149,4.25936417542871
35,Canada,5.62586408593004,1.49013290374545,1.86507936507936,0.165562913907281,2.14876033057852,1.57053112507137,1.62121638084528,0.995942456658074,1.73484295105918,2.71943995691972,2.52512013979907,2.25839440940856,2.75856321360112,1.85725871857261,2.21355203439764,2.00202539534156,2.13838399266843,2.37027067444294,0.299466803009284,1.77687154092629,2.91213508872355,1.51567823124521,0.93829189781521,1.90663590717873,1.12524136094279,1.4287595470108,1.5968841285297,2.268225672481,1.94926902411596,0.716999632307852,3.39519318527532
36,Central Europe and the Baltics,17.85477,13.756052,14.411264,35.9247053929643,27.951388563304,19.7949669196707,8.88104848465888,8.20833333333299,4.01913875598084,8.91174418658764,5.74827981651377,3.12714222984604,2.34864169582755,3.59297594249513,3.31717824448043,3.93032603841,4.83732928313989,6.35866380152374,2.75320223914816,1.80117022137136,4.13027562645087,3.33492267693443,1.43829787234043,0.0538213132400467,-0.464499004645002,-0.0549995416704911,2.07593553673862,2.53445424186602,2.66456133425443,1.67244096855762,3.8398449150015
37,Switzerland,5.85959663468672,4.03703020778741,3.29262180313608,0.852116995120689,1.79982776867147,0.811634064628214,0.520225422736623,0.0179384378439626,0.806444380959444,1.55852919679006,0.989020329832555,0.64271150654328,0.638272930887213,0.802908730955216,1.17195420333701,1.05950928324804,0.732350603122241,2.42604117060162,-0.480481936423328,0.688238707220017,0.231349207650894,-0.692552018105236,-0.217323155115639,-0.0132025387515987,-1.14390867228178,-0.434618664285843,0.533787839825886,0.936335464113605,0.362886179940635,-0.725874933313391,0.581814168489875
39,Chile,21.7844124277757,15.4258064688927,12.7277669490964,11.4431196444973,8.23263034116112,7.35911781788773,6.13386464357923,5.11024954517563,3.33687917526016,3.8432729570657,3.56910053001465,2.48939816650703,2.81017875743615,1.05473871403516,3.05257621387848,3.39201733699404,4.40779938398046,8.7162687303961,0.353045178360941,1.41071107954318,3.34121694259299,3.00744840213049,1.78955553984587,4.71867527854671,4.3487735321705,3.78619355893115,2.18271846868523,2.43488981353058,2.55754475703323,3.04549084804331,4.52456838259136
40,China,3.55668565220449,6.3539813402487,14.6100786356603,24.2569897243361,16.7912251650917,8.31316028893904,2.78646505531886,-0.773186011549305,-1.40147268276465,0.347811226864599,0.719125609120107,-0.731970902350276,1.12760348729636,3.82463743108159,1.77641407667574,1.64943099455862,4.81676767378831,5.92525137041095,-0.728165250932952,3.17532475269199,5.55389892257492,2.61952432645544,2.62105001748115,1.92164162788521,1.43702380935655,2.00000182191941,1.59313600071434,2.07479039965578,2.89923416358227,2.4194218945778,0.981015135544851
41,Cote d'Ivoire,1.68334849863475,4.23138382869969,2.16471453976754,26.0815719947161,14.2950690851945,2.48080669187551,4.02083333333304,4.61144759515372,0.702375805956019,2.53077516737993,4.36152914007253,3.0772648515743,3.29680746974211,1.4579883560074,3.8858303988648,2.46719148596913,1.89200629349599,6.3085276915258,1.01950457731134,1.2264561213548,4.91243395052462,1.30451119915595,2.5811703725294,0.44868207676614,1.25149954781474,0.723178457513252,0.685881065304644,0.359409031380664,-1.10686343994202,2.42500656821829,4.09195189692858
42,Cameroon,0.0600513305003629,-0.0160550458717504,-3.20655456915869,35.0944618459464,9.06969071921507,3.924063727498,4.78623881860373,3.17075185386907,1.87174500672009,1.22719012976135,4.41977245881143,2.83442260128067,0.62316355737432,0.233647380067603,2.01353950175986,5.11757816019468,0.921402245650111,5.337806276275,3.04361847939997,1.27538046242341,2.93969946305094,2.74253407543984,2.05908683974933,1.8341307814992,2.68598277212217,0.861740257759474,0.64267352185089,1.0742994515814,2.45280214062733,2.43760882182242,2.27185762503631
43,"Congo, Dem. Rep.",17.85477,13.756052,14.411264,29.697231,17.678823,11.624178,8.597783,29.1488069236652,6.02155,6.222522,5.973727,31.5225826025495,12.8739657187405,3.9943840081597,21.3168167229341,13.0526949745101,16.945100654195,17.3013845700157,2.79999999999981,7.10000000000038,15.316515913949,9.72182806273363,0.80822310148707,1.24303889760763,0.744198994781499,2.88585107290009,,,,,
44,"Congo, Rep.",-1.67834968956537,-3.9354681007088,4.92366412213743,42.4396750333452,9.41800743452231,10.0311203319503,,,4.14267137284048,-0.88199151702543,0.0559899218140692,4.37875971780872,-0.631844987363151,2.42976607961798,3.09449011456182,6.53784395299605,2.65464645060697,4.95875092023158,4.41500374795218,0.39152501122766,1.75958704273802,5.01018773134464,4.63161619729463,0.912139545450186,3.16909796750826,3.19056179723775,0.450063823285551,1.15277896375521,2.20607305781519,1.79537147083111,1.71564275451263
45,Colombia,30.3878204854436,27.010626623136,22.4424828533276,22.8462417553045,20.8917930194849,20.7975755127402,18.4700217119089,18.6769799276672,10.873687085747,9.22534818585368,7.96556090304835,6.3515072877887,7.12978862941867,5.90402005546497,5.05101962689697,4.29342363628925,5.54438485815156,6.99688495554508,4.20251661216488,2.27200227892008,3.41503344776241,3.16930188840063,2.01699224310378,2.89883787761738,4.98983115849532,7.51346024627683,4.31431325695007,3.24056932930567,3.52301932741443,2.52663500084712,3.49505757399453
46,Comoros,,,,,,,,,,,5.55459394816816,3.53304214308075,3.79908136671901,4.47499289078105,3.01332395058121,3.37436360121208,4.46616710098129,1.70078176284532,4.3623482932572,3.35475770328918,1.84266300756184,6.31474450315182,-4.29487331536753,,,,,,,,
47,Cabo Verde,9.55090741310362,3.11666432682859,5.78839590443698,3.45205833010708,8.35152497972926,5.96361961777575,8.55606258148638,4.39423509983478,4.35643374510448,-2.47745668519833,3.34996472317896,1.88453410076764,1.18817038620528,-1.89082172306181,0.418891612855161,5.36907687065552,4.41099704193491,6.77443546371137,0.991103480568126,2.07866470906422,4.47388342165027,2.54039644167111,1.50654285701402,-0.238778144990616,0.131187999024475,-1.40781637091703,0.784415251101353,1.25699566690509,1.1066667429606,0.60579580839551,1.86215297494637
48,Costa Rica,28.7092913706618,21.7911687900609,9.7786007829378,13.5344687273427,23.1864981102567,17.5114524814591,13.2480440791191,11.6592997742233,10.0452817292494,10.9615496593622,11.2556157091172,9.16752048509115,9.4475809161698,12.3148150178852,13.7982949108987,11.4705968149052,9.35724456417162,13.4244635507283,7.84270167700652,5.66275708420023,4.87799830970698,4.49545314354611,5.23133614174423,4.51920098516958,0.801982005099592,-0.0174788505908107,1.62590692991729,2.22111461526584,2.09604635327805,0.724911478131358,1.72647755109235
49,Caribbean small states,5.55706153429131,5.47182559344177,2.72289766970589,2.56934304644297,2.92320804732386,2.23636304005722,2.99598403029241,2.6986029585834,2.62139524582745,2.43581303489138,2.62741314203333,2.17357792508091,2.23543664374554,2.39410982050296,3.73342916467019,4.25195321977968,4.03422982885069,8.03327327650343,0.421539125687228,3.3700254022015,3.45674967234602,2.59844414147086,1.1069855400014,1.2013996448106,-0.843826984638296,0.663427167917558,1.8803844018353,1.24500040905261,1.21594945605107,0.0799778713101663,2.41070312174385
51,Curacao,,,,,,,,,,,1.79282868525896,0.391389432485314,1.63371391441571,1.37912138094802,4.1171171171171,3.11499524097951,2.99572039942938,6.87632393677692,1.75331605427657,2.77944261312558,2.33253152562139,3.18398746349455,1.33232086152148,1.49873969616456,-0.476542049801981,-0.0472079848934612,1.58558801700291,2.58368756641871,2.62220783425056,,
52,Cayman Islands,,,,,,,,,,,,,,,,,,,,0.276140861750087,1.32543575779667,1.18894845245606,2.16061146813395,1.27397911533384,-2.34752770165614,-0.625258358618114,,,,,
53,Cyprus,5.03527438848105,6.51021953065819,4.85416666666693,4.69858931054978,2.61581787956337,2.97892486481268,3.60534444364628,2.22770732654317,1.62999999999998,4.14165764702056,1.97304191729919,2.80115505180746,4.13906538686856,2.28621706801675,2.56016132330235,2.30468732978557,2.37265183669722,4.66900841902484,0.326276652249795,2.43004084102253,3.28944939564212,2.38905410042319,-0.399357676464408,-1.35498885446312,-2.09699769053118,-1.42916666666668,0.5317664961745,1.43549119531762,0.250370996758456,-0.638422797978907,2.44608867175472
54,Czechia,,11.086500072223,20.8130295438428,10.039429835143,8.99052361478446,8.75877472878111,8.59615666715562,10.6983655274889,2.1354484441733,3.77538829151733,4.66267556988255,1.90298097019031,0.118739205526785,2.76010781671159,1.85709789109223,2.53399258343632,2.85312437211172,6.35866380152374,1.0193773532923,1.47272727272729,1.91721913635547,3.28762306610408,1.43829787234043,0.343988589646784,0.309364548494974,0.683504209385683,2.45053398460138,2.14949494949492,2.84787595918047,3.16129528497808,3.8398449150015
55,Germany,4.04703681637387,5.05697932185187,4.47457505486754,2.69305738121724,1.70616052419454,1.44972647330127,1.93936942452383,0.911185301235183,0.58543314394471,1.44026818676794,1.98385693617829,1.42080560518857,1.03422776551069,1.66573340932676,1.54690965159041,1.57742825864226,2.29834179696226,2.62838174873985,0.31273762987172,1.10380916115812,2.07517452479837,2.0084909216701,1.5047209800535,0.906797948515676,0.51442053951781,0.49174862477081,1.50949655801608,1.73216766075662,1.4456670146976,0.506689889953274,3.14296967309964
56,Djibouti,,,,,,,,,,,1.74665224985432,0.637619553666345,1.98196734627542,3.12226204699354,3.104966401483,3.48340699677866,4.965976545533,11.9586206896552,1.67549587285962,3.95007875923886,5.06871394777984,3.73120950756887,2.70603242872186,1.34186494340156,-0.847389733971994,2.73841208738761,0.568112117084679,0.147970849877116,3.31925372703833,1.77740783806174,
57,Dominica,5.55706153429131,5.47182559344177,1.56902604224497,0.0151367351744366,1.31753745774971,1.67716450485912,2.43629715479674,0.999147457910711,1.17947787394178,0.856946805358478,1.30389403465961,0.170055330197674,1.45336800437255,2.39410982050296,1.68190079877556,2.2023913263167,3.63222129317817,6.35992183336294,0.0062635710706767,2.99936630549001,1.13123136526474,1.35677147808864,-0.0464116468806453,0.799250372687513,-0.843826984638296,0.141816225732303,0.296252889279557,0.989191119189815,1.50462353858147,-0.727116412668306,
58,Denmark,2.39515331724414,2.09604442933213,1.25785667953261,1.99201463809523,2.0836084238285,2.12629802275579,2.18216677907117,1.84565122007891,2.49779544404528,2.90328203236457,2.33787000255261,2.42443661219694,2.07507820646504,1.15435693124937,1.81781458291257,1.92422138464588,1.69326586220319,3.41626794258375,1.30470991024336,2.31092436974789,2.75868226051246,2.39791485664639,0.789071780078061,0.564020540449518,0.452034153691623,0.249999999999997,1.14713216957606,0.813609467455633,0.758131572511619,0.420711974110026,1.85304543989687
59,Dominican Republic,47.079157410536,4.25902638893399,5.25033880690971,8.26076798575827,12.5359594558963,5.39929385038917,8.29656754792047,4.83166558591895,6.4705418684693,7.72413566181619,8.88306848812965,5.22336769759445,27.4497127394394,6.181072,4.19020260472054,7.57280523853076,6.14356655248045,10.6446210953712,1.44215131834352,6.32993220146144,5.79676809206526,3.69449707884785,4.830950967408,2.99864226125217,0.836746346724583,1.61416607245221,3.27955694678546,3.56443426013507,1.8106037704296,3.78103179915516,8.24300347981817
60,Algeria,25.8863869348513,31.6696619117149,20.5403261235826,29.0476561173071,29.7796264864999,18.679075860175,5.73352275357186,4.95016163793115,2.64551113392798,0.339163189071755,4.22598834854679,1.41830192345045,4.268953958395,3.96180030257191,1.38244656662119,2.31149918514421,3.67899574741703,4.85859062814938,5.73706036145632,3.91106195534027,4.52421150505276,8.89145091062314,3.25423910998847,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078,1.95176821052894,2.41513094083414,7.22606307415476
61,East Asia & Pacific (excluding high income),6.96568127760758,7.52351717022744,5.73690583357398,7.65824302019538,5.81818181818193,7.31348259330353,5.60802843389853,8.6148315364729,4.29072851723813,2.15851810619412,4.27267024465106,2.3431699096098,3.23464817293924,4.53421374129695,4.54036919634533,4.63747436011765,4.81023704342911,10.3368260300685,3.67503305540298,3.61196234430299,5.23541591478427,3.22516957263389,2.92758351575675,3.37040697371658,1.08648629940421,1.75711158908289,2.88291164981209,2.82871578471268,1.85783841646689,2.39316239316241,2.54479213620967
62,Early-demographic dividend,15.050130775937,10.5274440119592,9.9736647602921,9.59323024553454,10.0221733553239,8.51995195925336,7.01828599869912,6.42073242971302,5.02022692255851,3.89952980284716,3.7508205747202,4.24026660688647,5.45293224327204,4.43526108410781,4.82170050712851,5.68713772607966,6.17780683499413,10.4469875128222,4.45829607073762,4.39741383150069,5.81149209022689,5.01827254237434,4.82462314269542,4.07392957476224,3.06203169580559,3.21988689395718,3.32817337461301,3.95721831216162,2.7598087347445,3.08679294765088,4.27166381536796
