Date,Adriatic Sea,Andaman Sea,Arabian Sea,Atlantic Ocean,Baltic Sea,Bay Bengal,Bering Sea,Caribbean Sea,Gulf Mexico,Indian Ocean,Indonesian,Mediterranean,Nino,North Atlantic,North Pacific,North Sea,Pacific Ocean,Persian Gulf,Sea Japan,Sea Okhotsk,South China,Southern Ocean,Tropics,World,Yellow Sea
06/25/1995,,,,,-7.95,,,,,,,,,,,,,,,,,,,,
06/25/2000,-52.71,,,,,,,,,,,,,,,,,,,,,,,,5.29
06/25/2001,,,,,59.35,,,,,,,,,,,,,,,3.81,,,,,
06/25/2006,,,,,,,22.42,19.92,,,,,,11.29,,,,,,,,,,,19.51
06/25/2009,,,,,98.6,,,-11.18,,,,,,,,7.24,,,,,,,,,-2.19
06/25/2010,40.79,,,,50.7,,,,,,,,,,,,,,2.33,,-11.23,,,,
06/25/2012,-9.87,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2013,,115.65,,,-34.65,,,,,,,,,,,,,,,24.02,,,,,
06/25/2018,,,,,,,,38.63,,,,,,,,,,,,,,,,,26.58
06/25/2019,,85.78,,,,76.98,,,,,,41.23,,,,,,173.07,44.9,21.93,,,,,
06/26/1995,,106.46,19.14,-25.61,,33.37,28.95,1.82,-3.15,-19.03,-101.39,-30.88,-21.33,-38.43,-26.11,-2.49,-11.98,-79.27,-37.05,0.91,-89.0,-16.83,-15.94,-17.55,
06/26/1996,,,,,-27.35,,,,,,,,,,,,,,,,,,,,
06/26/2001,,57.36,-5.76,-13.91,,21.77,-9.85,,-14.45,-2.23,1.31,-36.88,-16.13,-18.83,3.49,-51.49,7.72,-34.17,-18.55,,-22.2,4.07,-0.54,-0.55,
06/26/2006,9.49,,,,,,,,,,,,,,,,,,,,,,,,
06/26/2007,,20.61,40.79,17.15,-97.3,11.24,-17.28,43.42,22.4,29.38,-18.59,19.18,-8.94,0.19,-16.63,-9.26,5.8,48.93,0.93,-22.09,-66.13,11.79,16.01,11.16,-46.89
06/26/2010,,81.31,77.59,26.55,,72.44,-18.68,36.22,1.9,52.68,45.31,42.88,-1.54,-12.21,-1.53,-17.26,12.5,17.83,,-9.99,,35.09,27.11,24.16,-28.09
06/26/2013,,,49.38,30.12,,52.27,25.72,25.64,50.56,34.12,96.68,9.63,27.77,10.31,38.61,-28.11,33.26,105.63,39.5,,21.79,31.96,37.85,33.64,
06/26/2014,,,,,39.35,,,,,,,,,,,,,,,,,,,,
06/26/2018,2.17,,,,,,,,,,,,,,,,,,,,,,,,
06/26/2019,,,85.37,58.68,-5.83,,58.5,95.23,91.96,52.47,-30.92,,40.86,48.9,59.83,56.3,64.58,,,,21.0,63.09,61.5,59.38,
06/26/2020,,114.38,,,,,,,,,,,,,,,,,,53.23,,,,,
06/27/1995,-40.31,,,,,,,,,,,,,,,,,,,,,,,,-37.51
06/27/1996,,53.86,15.14,-31.61,,48.67,,,-77.35,-9.03,-17.39,-59.48,-21.33,,-22.81,-61.19,-7.88,-68.37,-57.35,-23.69,-69.8,-12.63,-13.74,-15.75,
06/27/2001,-24.51,,,,,,,20.92,,,,,,,,,,,,,,,,,38.09
06/27/2002,,222.76999999999998,,,67.15,56.07,,,,,,,,,,-4.79,,,33.83,26.52,,,,,
06/27/2003,33.69,,,,,,,,,,,,,,,,,,,,,,,,
06/27/2007,20.29,,,,,,,,,,,,,,,,,,,,,,,,
06/27/2008,,10.01,33.99,28.45,82.6,36.04,-11.78,39.42,45.9,20.28,-10.39,16.48,11.36,20.79,-7.63,-30.66,16.8,42.83,-43.87,-10.59,-32.23,17.59,24.31,19.16,33.71
06/27/2011,,31.31,47.89,,,38.94,,,45.7,,6.11,0.58,,,,,,,0.53,,-13.63,,,,
06/27/2013,1.83,,,,,,,,,,,,,,,,,,,,,,,,32.36
06/27/2014,,146.65,,,,52.87,,,,27.22,-14.12,77.93,,,,50.29,,47.43,14.3,42.52,-15.91,,,,
06/27/2019,35.97,,,,,,,,,,,,,,,,,,,,,,,,101.68
06/27/2020,,,144.37,62.38,-28.43,112.08,69.2,103.03,100.86,68.97,25.98,65.63,56.16,55.9,75.33,38.4,58.38,201.37,82.6,,20.1,54.99,66.6,62.58,115.38
06/28/1996,-83.81,,,,,,6.75,-37.88,,,,,,-43.53,,,,,,,,,,,-17.51
06/28/1997,,,,,-127.35,,,,,,,,,,,-118.89,,79.23,,,,,,,
06/28/2002,,,-10.77,-61.66,97.3,47.94,-6.23,0.33999999999999986,12.350000000000001,-1.4500000000000002,-67.88,-109.19999999999999,8.63,-72.53999999999999,59.96,-12.66,59.42,-98.94,28.35,,-51.53,10.96,18.97,13.81,185.3
06/28/2003,,,,,,43.27,,,,,,,,,,,,,,,,,,,
06/28/2008,-10.01,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2009,,,,,65.25,,,,,,,,,,,,,,,,,,,,
06/28/2011,-8.71,,,38.95,132.2,,-0.88,49.02,,25.28,,,16.36,2.49,12.17,19.44,12.9,-17.37,,-1.89,,26.59,23.51,21.36,-7.59
06/28/2014,82.33,,54.38,38.92,,,41.12,67.74,71.76,,,,37.17,29.31,48.81,,40.46,,,,,30.46,40.55,37.54,31.46
06/28/2015,,,,,188.95,,,,,,,,,,,,,,,,,,,,
06/28/2020,23.47,,,,,,,,,,,,,,,,,,,,,,,,
06/29/1997,-24.81,35.66,72.84,,,45.17,38.25,9.42,3.25,-4.33,-121.69,-5.28,19.47,,-20.81,,-5.18,,6.85,8.91,-47.9,-10.13,-6.94,-9.65,
06/29/2002,-39.11,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2003,,27.51,109.63,32.74,80.05,25.84,-7.53,,86.55,40.35,-131.38,25.900000000000002,10.23,,-22.639999999999997,26.41,-1.58,63.33,-13.719999999999999,-20.49,-150.43,11.36,18.17,12.309999999999999,
06/29/2004,9.69,105.66,,,,,,,,,,,,,,,,,,,,,,,
06/29/2009,,45.25,57.38,16.82,,37.57,22.52,,75.46,19.02,36.28,60.83,21.87,,26.11,4.39,19.56,53.03,-5.3,-2.28,13.49,4.46,25.05,19.74,
06/29/2012,,,81.49,,17.9,54.84,,,,,,,,22.99,,-87.56,,26.13,,,14.17,,,,45.61
06/29/2015,,111.55,94.48,43.92,,104.47,67.92,,99.26,47.92,-87.12,45.03,56.67,35.11,50.11,10.89,48.66,66.33,9.8,40.82,-43.51,44.66,48.55,45.94,
06/29/2016,,,,,-11.75,,,,,,,,,,,,,,,,,,,,
06/29/2021,,159.38,119.87,54.88,55.07,167.18,65.7,50.43,77.46,83.27,75.68,57.63,75.26,48.2,79.33,34.5,64.48,96.57,127.3,60.63,24.8,63.99,71.3,67.18,
06/30/1993,,,,,82.55,,,,,,,,,,,,,16.93,,,,,,,
06/30/1997,,,,-22.31,,,,,,,,,,-21.43,,,,,,,,,,,2.09
06/30/1998,,,,,-20.15,,,,,,,,,,,,,,,,,,,,
06/30/2002,-54.21,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2003,-12.71,16.66,,,52.2,,,95.03999999999999,,,,,,8.559999999999999,,-2.46,,64.73,,-12.49,,,,,-108.5
06/30/2004,,107.71,6.69,,90.85,53.51,17.57,,35.75,8.85,-129.28,4.38,7.27,,1.09,,14.92,19.03,77.78,7.91,-132.82999999999998,,20.17,8.85,
06/30/2009,71.43,,,,,,,-0.96,,,,,,24.11,,,,,,,,,,,9.96
06/30/2010,,,,,68.85,61.17,,,,,,,,,,,,13.23,,9.72,,,,,
06/30/2012,,,,24.25,,,-1.58,43.92,105.8,56.48,26.21,12.78,37.66,,21.47,,28.3,,6.23,3.51,,37.89,35.71,32.76,
06/30/2015,43.73,,,,,,,87.64,,,,,,,,,,,,,,,,,15.56
06/30/2016,,560.53,202.75,75.4,-43.13,257.15,111.32,,184.22,68.78999999999999,74.26,92.46000000000001,64.03,,98.03999999999999,3.9899999999999998,114.84,87.13,75.0,74.05000000000001,-10.91,82.45,111.15,98.02,
06/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,126.98
07/01/1993,-89.61,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1994,,,,,102.25,,,,,,,,,,,,,-77.77,,,,,,,
07/01/1998,,103.36,45.84,-2.81,,37.37,-3.15,,-19.55,12.87,-4.99,-14.08,-43.23,-2.33,-15.21,-22.69,-10.48,57.13,70.55,-13.69,-46.4,-6.63,1.16,-3.35,
07/01/2004,,,2.14,14.940000000000001,112.7,,,18.34,,,,9.72,10.16,-4.640000000000001,9.57,-17.35,17.7,,,-17.09,,25.46,,10.86,89.5
07/01/2005,-3.81,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2010,32.33,67.65,66.58,29.12,,,3.12,40.74,48.06,54.42,37.78,33.43,2.17,2.71,14.71,18.89,13.16,,24.7,,-4.71,33.76,27.65,26.04,25.46
07/01/2012,,120.31,,,,,,,,,,,,,,,,,,,,,,,
07/01/2016,,,,,,,,156.07,,,,,,80.11,,,,87.07,,,,,,,44.44
07/01/2021,-1.53,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1993,,70.06,,,,14.07,,,-0.35,,-119.79,-36.48,,,,-13.49,,,-59.55,-17.89,-75.0,,,,
07/02/1998,15.79,,,,,,,12.12,,,,,,,,,,,,,,,,,51.19
07/02/1999,,-26.94,,,-55.45,0.07,,,,,,-27.38,,,,-58.79,,,,-3.79,-25.8,,,,
07/02/2004,-18.91,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2005,,99.31,,,57.65,50.61,,-5.18,32.35,,-47.09,-19.8,,,,,,,22.23,23.51,-58.7,,,,
07/02/2011,,60.25,,,139.75,33.17,17.42,,,28.82,-24.22,7.43,,,22.81,14.89,16.96,-32.17,5.1,8.32,,28.26,,,
07/02/2012,18.19,,,,38.45,,,,,,,,,,,,,,,,,,,,
07/02/2016,80.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2017,,57.68,100.87,,,65.78,43.7,,82.76,71.77,22.28,69.13,43.76,,17.13,,34.98,,72.4,29.13,5.4,48.39,54.1,48.98,
07/02/2022,62.47,176.38,95.77,,,126.68,,,,,,62.63,,,,,,182.77,,,52.4,,,,
07/03/1993,,,24.84,-30.61,,,13.55,-24.98,,-5.83,,,-21.63,-29.93,-15.51,,-8.88,,,,,-15.53,-14.14,-15.35,-10.01
07/03/1994,,,,,,,,,,,,,,,,-43.19,,,,,,,,,
07/03/1999,-19.11,,-0.56,-7.21,,,-0.75,-5.98,15.05,5.77,-14.69,,-19.63,9.67,7.99,,-5.38,-13.47,22.15,,,-4.73,-5.94,-4.25,48.29
07/03/2000,,,,,68.65,9.47,,,,,,,,,,-42.79,,,,,,,,,
07/03/2004,,,,,,,,,,,,,,,,,,15.63,,,,,,,
07/03/2005,,89.46,35.03,19.34,,,-3.5299999999999994,14.22,,-25.049999999999997,-24.29,,-5.069999999999999,-1.7400000000000002,11.66,-6.75,31.62,-165.44,-3.45,-2.59,-64.83,8.559999999999999,19.17,14.31,-26.7
07/03/2011,26.63,,42.38,31.22,,,,17.34,37.46,,,,15.47,3.71,,,,,,,-6.41,,22.05,22.04,21.66
07/03/2012,,73.75,,,,,,,,,,32.03,,,,-86.61,,61.03,37.6,13.42,,,,,
07/03/2017,57.57,,,58.78,160.87,,,53.53,,,,,,57.6,,50.4,,161.57,,,,,,,54.98
07/03/2022,,,,63.78,126.77,,54.7,94.13,120.56,85.67,111.58,,83.46,74.1,68.93,72.9,66.08,,89.1,39.23,,67.39,75.4,70.68,65.38
07/04/1994,,43.56,,,,-4.83,-10.25,29.32,-7.25,-30.83,-128.89,-39.48,-26.53,,-18.11,,-16.68,,-70.55,-33.09,-91.6,-30.53,-15.94,-20.15,
07/04/2000,,91.56,-28.06,-22.91,,,-2.65,-18.68,15.15,-16.43,8.61,-20.98,-21.33,0.47,0.99,,-0.88,-69.97,-31.65,9.31,-4.6,-8.63,-12.24,-9.35,40.39
07/04/2005,-13.41,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2006,,49.21,38.19,11.35,,15.74,25.72,,15.9,17.08,-29.49,45.98,14.16,11.89,-0.63,-2.96,18.8,-43.77,-41.47,15.01,-19.73,4.59,23.21,15.66,
07/04/2009,38.09,61.41,41.19,24.75,-72.1,19.74,32.72,-1.18,70.9,16.18,43.31,62.88,25.16,30.29,26.97,,19.8,16.43,13.23,-22.19,18.97,2.89,27.21,20.86,8.31
07/04/2012,,,60.48,29.12,,54.27,4.32,53.84,106.86,43.42,-13.62,,36.87,28.21,30.01,,28.76,,,,30.19,31.46,34.85,31.64,70.06
07/04/2018,,61.38,76.37,48.08,7.87,53.08,48.4,68.33,62.26,63.07,9.98,42.73,62.56,54.2,63.73,27.4,52.28,80.37,57.1,33.53,-26.6,45.69,54.0,51.68,91.58
07/05/1994,,,3.24,-12.21,,,,,,,,,,-14.33,,,,,,,,,,,-40.01
07/05/2001,,,,,-2.35,,,,,,,,,,,,,,,,,,,,
07/05/2006,,,,,-9.2,,,22.62,,,,,,,,,,,,,,,,,29.21
07/05/2009,,,,,,,,,,,,,,,,39.24,,,,,,,,,
07/05/2010,14.29,,,,,,,,,,,,,,,,,,,,-9.03,,,,
07/05/2012,22.73,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2013,,110.85,,,72.65,,,,,,,,,,,29.99,,62.73,,-1.68,,,,,
07/05/2018,32.57,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2019,,121.98,,,,,,,103.76,,,40.13,,,,,,,70.2,42.13,,,,,
07/06/1996,,,,,-39.25,,,,,,,,,,,,,,,,,,,,
07/06/2000,4.49,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2001,,121.46,-10.56,-3.21,,13.47,-43.45,26.52,-8.35,-2.03,-7.79,-26.08,-9.33,-5.23,10.49,-74.59,8.62,-58.07,-14.25,-6.59,-12.5,0.57,3.76,2.35,
07/06/2006,23.09,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2007,,41.91,10.09,16.85,14.3,-8.86,-0.18,43.12,37.9,2.58,-61.79,3.08,-11.04,10.19,4.87,-18.36,19.8,-27.77,-4.67,14.21,-86.73,12.89,13.51,12.56,-0.49
07/06/2008,,,,,,,,,,,,,,,,,,,-23.67,-16.69,,,,,
07/06/2010,,41.31,53.29,31.35,40.6,41.44,-11.28,32.22,39.4,49.88,66.11,9.78,2.46,0.69,6.97,27.14,9.7,80.13,7.53,4.11,,32.09,25.11,23.26,-10.39
07/06/2013,,,34.88,47.02,,60.37,9.12,30.34,79.46,31.22,48.38,11.43,26.97,37.61,34.51,,25.76,,55.6,,50.39,30.26,35.35,33.14,60.96
07/06/2014,,,,,60.95,,,,,,,,,,,,,,,,,,,,
07/06/2019,,,85.07,65.48,113.47,75.08,61.9,99.93,,44.17,-37.42,,41.76,66.2,72.83,99.0,67.58,79.27,,,1.4,56.79,62.3,61.18,115.08
07/06/2020,,,,,,,,,,,,53.23,,,,,,,52.0,46.83,,,,,
07/07/1994,1.29,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1996,,0.96,7.94,-18.91,,37.07,33.05,,-49.55,-0.43,-26.49,-27.58,-12.63,,-14.81,-68.39,-13.08,27.33,-100.55,2.61,-43.0,-18.53,-10.24,-13.05,
07/07/2001,-11.81,,,,,,,,,,,,,,,,,,,,,,,,61.89
07/07/2002,,66.91,,,140.4,11.24,11.72,,-1.2,,,-39.72,,,,,,-77.77,,12.61,,,,,
07/07/2004,-15.51,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2007,-4.51,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2008,,-14.29,20.39,25.55,12.7,29.34,11.22,31.92,35.1,24.98,-7.49,27.68,14.86,23.29,6.87,-31.46,19.7,-0.87,,,-4.43,19.39,23.51,20.76,29.71
07/07/2011,14.79,79.01,31.09,,66.0,18.94,15.52,,32.6,35.98,-11.49,21.68,11.26,,,,,41.93,9.33,-0.49,-14.43,,,,7.21
07/07/2013,1.43,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2014,,197.95,,,,72.07,,,78.46,29.02,-21.22,60.23,39.57,,44.01,66.89,39.86,48.23,20.6,8.42,-0.41,33.56,41.35,39.04,
07/07/2019,5.87,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,,147.08,123.57,54.68,116.37,119.18,42.0,97.93,92.76,68.57,13.58,,61.66,59.1,72.83,63.3,62.88,231.17,,,19.6,52.89,66.1,62.08,78.78
07/08/1996,-76.91,,,,,,,-33.68,,,,,,-12.03,,,,,,,,,,,16.49
07/08/1997,,,,,-83.45,,,,,,,,,,,,,,,,,,,,
07/08/2002,-62.01,,-58.21,-19.95,,,,0.82,,-19.62,-66.09,,-0.34,-9.51,42.97,-33.46,27.2,,43.03,,-43.63,-5.51,2.51,2.96,13.81
07/08/2003,12.49,,,,,,,,,,,,,,,,,62.53,,,,,,,
07/08/2008,10.89,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2009,,,,,-67.55,,,,,,,,,,,,,,,,,,,,
07/08/2011,,,,21.05,,,,7.62,,,,,,-5.91,20.37,-47.76,17.6,,,,,31.59,18.81,20.66,
07/08/2014,62.53,,42.38,45.12,,,41.12,79.24,,,,,,37.71,,,,,,,,,,,33.26
07/08/2015,,,,,95.05,,,,,,,,,,,,,,,,,,,,
07/08/2020,5.17,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2021,,178.78,,,,,,,,,,,,,,,,,,32.73,,,,,
07/09/1997,,-62.74,56.24,-24.21,,34.27,49.45,,-1.45,-6.93,-123.79,4.22,21.17,,-0.11,-67.89,4.42,20.03,36.85,37.01,-72.2,-10.43,-3.54,-6.05,
07/09/2003,,-92.73,57.129999999999995,22.54,80.1,-7.99,24.369999999999997,54.92,83.45,-4.95,-158.48000000000002,19.1,13.13,7.67,29.46,44.64,16.32,42.53,-8.72,-2.59,-99.03,-6.04,16.169999999999998,10.21,-4.61
07/09/2004,,85.26,,,,,,,6.15,,,,,,,,,,,,,,,,
07/09/2009,,29.55,39.18,22.32,,24.27,32.52,,99.26,9.02,7.68,61.73,18.87,32.31,33.61,37.79,19.56,-18.37,3.6,-2.28,3.99,-1.24,24.35,18.64,
07/09/2012,11.89,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2015,,108.95,75.88,41.22,,87.17,74.72,77.44,84.36,54.72,-106.42,5.33,61.97,41.71,65.71,23.29,47.76,68.13,5.3,44.02,-31.61,45.86,44.15,45.54,
07/09/2016,,,,,59.85,,,,,,,,,,,,,,,,,,,,
07/09/2021,,,101.57,63.78,-0.83,165.18,19.2,64.53,80.66,86.17,63.18,25.93,73.96,63.1,75.73,19.8,62.78,211.87,111.3,,56.0,64.49,72.5,68.08,112.98
07/10/1997,-31.71,,,,,,,7.52,,,,,,-20.83,,,,,,,,,,,40.39
07/10/1998,,,,,41.35,,,,,,,,,,,10.11,,,,-16.89,,,,,
07/10/2003,,,,,102.75,,,46.42,,,,,,5.39,,27.91,,,,-2.49,,,,,-11.69
07/10/2004,,83.81,-29.57,-3.01,263.35,4.41,57.870000000000005,9.72,8.6,-8.55,-90.38,-49.7,24.630000000000003,-16.53,38.76,-33.05,36.82,-63.540000000000006,148.38,56.42,-89.93,19.759999999999998,13.27,16.009999999999998,
07/10/2009,24.83,,,,,,,8.44,,,,,,,,,,,,,,,,,60.86
07/10/2010,,63.75,,,58.55,,,,,,,,,,,3.69,,16.93,,30.52,,,,,
07/10/2012,,,57.59,,,50.54,,,,51.18,,,,24.89,,,,149.53,,,19.77,,,,61.51
07/10/2015,24.43,,,,,,,,,,,,,,,,,,,,,,,,72.66
07/10/2016,,380.53,174.14999999999998,78.6,66.17,269.95000000000005,138.12,,190.12,85.89,13.260000000000002,65.96,65.93,,122.63999999999999,31.09,108.44,234.0,92.1,108.15,-35.31,85.85,103.05000000000001,97.91999999999999,
07/11/1998,,44.96,27.24,7.69,,24.97,7.05,12.42,-0.95,8.97,-24.89,4.72,-49.23,16.87,-9.91,,-15.08,-4.57,24.35,,-59.8,-5.43,-4.74,-4.45,
07/11/2003,-27.01,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2004,,,,2.95,,,,2.82,,,,,,-3.31,,,,,,,,,,,126.0
07/11/2005,-28.01,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2010,26.93,,34.08,30.32,,36.07,31.02,60.44,65.36,33.62,49.38,26.63,4.87,16.41,31.91,,19.66,,41.0,,21.39,20.16,30.05,26.44,49.86
07/11/2012,,,,28.85,-65.2,,8.42,49.12,57.7,,8.61,14.08,35.46,,41.07,-64.16,31.7,,54.33,,,37.69,35.31,34.16,
07/11/2016,63.8,,,,,,,167.67000000000002,,,,,,91.11,,54.7,,,,,,,,,95.84
07/11/2021,8.87,,,,,,,,,,,,,,,,,,,,,,,,
07/12/1993,,64.16,,,121.45,22.07,,,,,,-42.28,,,,-74.59,,,,-13.89,,,,,
07/12/1998,1.39,,,,,,,,,,,,,,,,,,,,,,,,63.39
07/12/1999,,8.86,,,-50.05,-10.23,,,,,,-0.88,,,,-26.29,,,7.85,-10.39,-49.8,,,,
07/12/2004,-62.01,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2005,,99.07,17.729999999999997,,,76.81,9.12,,112.45,12.95,-52.28,3.8,,,,,,46.73,-61.019999999999996,7.41,-93.53,,,,
07/12/2011,,47.75,20.68,,-3.35,27.37,23.42,,48.66,29.72,-39.42,32.13,12.37,,29.81,-44.21,19.86,63.53,8.4,18.72,-8.71,26.96,20.15,22.04,
07/12/2012,,48.61,,,,,,,,,,,,,,,,,,13.51,,,,,
07/12/2017,,78.68,65.47,55.98,,56.88,54.3,,86.76,58.07,17.68,57.13,44.36,,38.53,,43.88,92.97,105.6,43.53,7.4,41.79,55.3,49.78,
07/12/2022,2.17,169.48,55.17,,215.97,77.58,,,116.96,,98.78,23.33,,,,,,82.17,108.9,,58.3,,,,
07/13/1993,,,4.44,-29.21,,,10.25,-7.88,14.65,-8.63,-122.49,,-16.13,-17.43,-2.01,,-9.88,-33.07,-18.85,,-66.4,-33.43,-8.44,-15.95,5.29
07/13/1994,,,,,9.65,,,,,,,,,,,,,,,,,,,,
07/13/1999,,,-15.66,-11.41,,,-14.85,8.02,12.15,-1.53,-15.89,,-28.13,14.97,0.19,,-9.38,11.63,,,,-11.03,-11.34,-8.95,40.39
07/13/2000,,,,,31.85,-1.83,,,,,,,,,,,,,,,,,,,
07/13/2005,-14.31,,,45.94,-52.35,,-5.15,39.34,,,,,14.73,37.36,10.360000000000001,-6.25,21.22,95.73,,-16.59,,2.8600000000000003,34.57,22.81,41.599999999999994
07/13/2009,30.29,,,,,,,,,,,,,,,,,,,,,,,,
07/13/2011,,,,26.62,,,,23.34,,,,,,7.21,,,,,,,,,,,16.06
07/13/2012,,40.45,,,-77.15,,,,,,,19.23,,,,-24.31,,112.33,,27.02,,,,,
07/13/2017,10.67,,,,175.77,,,57.33,,,,,,66.2,,70.6,,,,,,,,,66.08
07/13/2022,,,,64.48,,,63.9,88.03,,68.57,,,75.86,87.0,98.33,98.2,76.58,,,54.73,,61.79,74.9,72.08,101.58
07/14/1993,-91.81,,,,,,,,,,,,,,,,,,,,,,,,
07/14/1994,,28.76,-1.66,-43.31,,-7.53,,,-16.15,-25.53,-124.29,-26.68,-25.83,,9.19,-73.49,-1.18,-18.77,-34.35,-38.29,-59.8,-32.63,-14.84,-18.45,
07/14/1999,-9.91,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2000,,102.36,-33.46,-12.31,,,-19.05,-12.68,18.15,-28.63,20.01,4.12,-18.23,12.77,18.29,-38.99,4.62,-55.47,0.55,16.01,2.6,-11.93,-7.74,-5.85,53.59
07/14/2006,,48.31,-1.61,15.35,0.6,-13.86,14.62,2.42,0.3,15.58,-49.89,16.78,8.76,16.59,23.07,44.64,21.5,-61.57,13.63,17.71,-34.83,15.89,15.31,16.06,
07/14/2009,,10.81,37.99,26.85,7.8,34.64,17.12,19.72,77.8,16.98,5.31,39.98,17.86,24.29,30.87,19.24,20.9,22.83,19.63,3.01,10.07,12.39,24.01,21.56,25.81
07/14/2011,66.73,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2012,,,37.48,32.92,,45.17,22.02,51.14,73.66,48.32,18.58,,35.87,35.91,52.21,,32.86,,79.6,,36.39,35.16,36.55,35.84,104.76
07/14/2018,,121.78,41.27,42.88,34.37,60.38,64.3,70.63,65.96,44.67,13.18,57.53,61.86,52.9,86.33,53.1,65.68,36.87,40.6,44.53,10.7,43.49,56.1,54.28,104.68
07/15/1994,-54.61,,,,,,4.95,11.72,,,,,,-31.63,,,,,,,,,,,36.69
07/15/1995,,,,,-38.55,,,,,,,,,,,,,,,,,,,,
07/15/2000,17.89,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2001,,56.06,,,-61.15,,,,,,,,,,,,,-45.07,,-10.79,,,,,
07/15/2006,-21.11,,,,,,,,,,,,,,,,,,,,,,,,54.31
07/15/2007,,21.01,,,,,,,,,,-5.22,,,,,,,-13.57,8.61,,,,,
07/15/2008,,,,,31.25,,,,,,,,,,,,,,,,,,,,
07/15/2010,6.69,,,,,35.34,,,,,,,,,,,,,,,15.07,,,,
07/15/2012,-10.57,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2013,,73.15,,,91.55,,,,,,,,,,,60.39,,62.63,,-9.28,46.59,,,,
07/15/2018,29.87,,,,,,,,,,,,,,,,,,,,,,,,
07/15/2019,,91.78,80.57,,181.17,95.08,,,99.06,,,65.53,,,,67.6,,,,32.03,7.3,,,,
07/16/1995,,125.76,-8.56,-19.81,,37.37,19.05,10.42,12.75,-29.43,-77.49,-13.58,-22.63,-5.93,-16.31,-33.89,-17.18,-50.97,-30.55,3.81,-67.9,-30.93,-18.24,-20.45,
07/16/1996,,,,,176.95,,,,,,,,,,,,,,,,,,,,
07/16/2001,,,-42.46,-0.81,,5.07,-18.65,19.22,1.15,4.57,-21.99,3.52,-3.53,4.27,28.39,-56.69,16.12,,-12.25,,-13.9,7.47,3.86,7.25,60.49
07/16/2007,,,-1.71,14.35,131.8,8.64,23.52,40.92,26.8,20.18,-78.79,,-7.94,21.69,9.67,-6.66,13.3,-22.07,,,-48.63,10.79,12.11,12.16,10.31
07/16/2008,,,,,,,,,,,,,,,,-6.11,,48.03,,,,,,,
07/16/2010,,75.21,31.99,26.65,8.2,,31.32,49.32,36.6,26.18,64.01,14.68,5.66,19.69,33.07,-27.66,23.0,38.93,67.83,26.01,,18.99,29.31,25.66,62.51
07/16/2013,,,31.38,47.42,,62.27,11.12,48.24,67.06,33.32,56.28,58.53,28.57,50.21,38.61,,25.26,,43.0,,,29.86,34.55,33.84,64.76
07/16/2014,,,,,2.15,,,,,,,,,,,,,,,,,,,,
07/16/2019,57.67,,,63.08,,,45.4,95.33,,55.17,-69.22,,45.06,70.3,74.73,,64.18,164.07,36.2,,,47.69,64.0,60.18,93.18
07/16/2020,,,,,,,,,79.96,,,65.73,,,,,,,74.3,,,,,,
07/17/1995,-33.41,,,,,,,,,,,,,,,,,,,,,,,,-19.91
07/17/1996,,102.66,,-5.01,,16.47,38.75,,,-26.23,-13.59,-5.18,-8.43,8.97,1.59,19.01,-3.38,10.73,-16.05,24.31,-35.4,-30.53,-0.54,-7.65,
07/17/2001,23.29,,,,,,,,,,,,,,,,,,,,,,,,
07/17/2002,,231.07,-50.81,,41.35,34.11,,,15.3,,-46.99,-5.4,,,,11.71,,-113.14,111.18,52.32,-51.730000000000004,,,,
07/17/2004,-39.11,,,,,,,,,,,,,,,,,,,,,,,,
07/17/2007,-18.91,,,,,,,,,,,,,,,,,,,,,,,,
