,Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
160,Togo,0.698789358139038,0.700880646705627,0.703596591949463,0.707427859306335,0.712448239326477,0.718915343284607,0.726470351219177,0.738058149814606,0.735442280769348,0.695266306400299,0.671678721904755,0.66907924413681,0.666448771953583,0.64525431394577,0.651295781135559,0.640736281871796,0.63161027431488,0.617842733860016,0.616747975349426,0.615732848644257,0.614677488803864,0.613751113414764,0.612797439098358,0.593422830104828
162,Tonga,0.685076117515564,0.683097898960114,0.681258916854858,0.678475558757782,0.675644814968109,0.674995899200439,0.672998905181885,0.67106682062149,0.669580340385437,0.668249547481537,0.667037129402161,0.666092038154602,0.665340900421143,0.665555477142334,0.666583061218262,0.469576090574265,0.474360942840576,0.477357089519501,0.480641633272171,0.480139076709747,0.670206427574158,0.467008143663406,0.463870584964752,0.461001873016357
164,Trinidad and Tobago,0.466284275054932,0.443590879440308,0.448409199714661,0.452435612678528,0.452751398086548,0.452490299940109,0.443642765283585,0.439022749662399,0.43170240521431,0.423264414072037,0.414510905742645,0.410570651292801,0.373099774122238,0.369550049304962,0.3663549721241,0.363180696964264,0.368900775909424,0.358361452817917,0.360701948404312,0.366290897130966,0.364486426115036,0.36351677775383,0.362415492534637,0.361420333385468
166,Tunisia,0.57213568687439,0.55949729681015,0.547192931175232,0.531441032886505,0.514680445194244,0.496845752000809,0.475932955741882,0.452369958162308,0.437080651521683,0.398738861083984,0.389261394739151,0.380673080682755,0.371560961008072,0.364495605230331,0.308767318725586,0.301510065793991,0.296506762504578,0.291161239147186,0.284907668828964,0.265665680170059,0.259597301483154,0.25774410367012,0.253260374069214,0.249111041426659
168,Turkey,0.626507937908173,0.617301464080811,0.611540019512177,0.617768108844757,0.598202526569366,0.590310037136078,0.581413447856903,0.576427638530731,0.569536089897156,0.528026700019836,0.530948340892792,0.522443056106567,0.511503100395203,0.508069336414337,0.515821039676666,0.511288404464722,0.503576576709747,0.451483279466629,0.440923660993576,0.427401274442673,0.41396763920784,0.374989032745361,0.365606516599655,0.358636647462845
170,Uganda,0.674973487854004,0.671684384346008,0.668574154376984,0.664458870887756,0.660418927669525,0.65665340423584,0.652624905109406,0.648518085479736,0.646093785762787,0.644392967224121,0.64203280210495,0.620267868041992,0.61460280418396,0.608793497085571,0.60472571849823,0.598896265029907,0.582184076309204,0.575102686882019,0.569616734981537,0.562766075134277,0.557478666305542,0.546900451183319,0.542033493518829,0.537035584449768
172,Ukraine,,,,,,,,0.445572525262833,0.410332918167114,0.382370471954346,0.372706234455109,0.361405432224274,0.360075086355209,0.36896750330925,0.363379955291748,0.359210014343262,0.328920900821686,0.335552304983139,0.335302531719208,0.336141645908356,0.335698336362839,0.327494442462921,0.30792635679245,0.298780560493469
174,United Arab Emirates,0.684596955776215,0.674221277236938,0.662905693054199,0.654519379138947,0.645540773868561,0.636512160301209,0.629680693149567,0.622039675712585,0.618481040000916,0.61510568857193,0.611428618431091,0.60587877035141,0.601203382015228,0.600411891937256,0.598766207695007,0.596150040626526,0.335250496864319,0.232625275850296,0.225063592195511,0.220958918333054,0.217193782329559,0.231464371085167,0.230847552418709,0.23142221570015
176,Cote d'Ivoire,0.735545337200165,0.729451060295105,0.723434090614319,0.718272626399994,0.713038623332977,0.708016276359558,0.702734768390656,0.697427332401276,0.694615364074707,0.692593514919281,0.689326584339142,0.687833666801453,0.687632739543915,0.687710881233215,0.687706530094147,0.687833726406097,0.686763048171997,0.683800399303436,0.683127403259277,0.682592988014221,0.681983888149261,0.672496914863586,0.674427568912506,0.672015845775604
178,Croatia,,,,,,,,0.265535265207291,0.258621424436569,0.251874089241028,0.178075835108757,0.177086979150772,0.175397858023643,0.17559988796711,0.174595758318901,0.1749457269907,0.173045843839645,0.177279904484749,0.175824359059334,0.166334509849548,0.165789753198624,0.162599071860313,0.157372042536736,0.152840837836266
180,Cyprus,0.443311721086502,0.418759495019913,0.397946178913116,0.378953874111176,0.359213799238205,0.342991054058075,0.32083535194397,0.297911465167999,0.288642108440399,0.278683066368103,0.241085514426231,0.198494970798492,0.186251372098923,0.183513939380646,0.153259471058846,0.15150149166584,0.151639267802238,0.1436368227005,0.135669186711311,0.136451214551926,0.128298714756966,0.137010633945465,0.135813534259796,0.134056523442268
182,Czech Republic,,,,,,,,0.182557508349419,0.177577614784241,0.172326907515526,0.167101040482521,0.161617055535316,0.147990867495537,0.147346630692482,0.147164866328239,0.147083654999733,0.152764484286308,0.153299689292908,0.146276026964188,0.13773238658905,0.10687629878521,0.0957303866744041,0.083236888051033,0.0876835286617279
184,United Kingdom,0.288691729307175,0.272723495960236,0.259655833244324,0.249187365174294,0.240960389375687,0.233986586332321,0.225960910320282,0.218603223562241,0.216043755412102,0.212591573596001,0.209825366735458,0.210958570241928,0.210059657692909,0.21170312166214,0.211353644728661,0.206819042563438,0.204204887151718,0.202875107526779,0.200691610574722,0.198415592312813,0.188607960939407,0.180803745985031,0.180165126919746,0.180015087127686
185,Paraguay,0.572736978530884,0.575404405593872,0.578699767589569,0.582143187522888,0.586248457431793,0.591018855571747,0.598298251628876,0.606896281242371,0.605904161930084,0.600481986999512,0.59439343214035,0.595073938369751,0.59641832113266,0.531293570995331,0.524795055389404,0.524701118469238,0.519514858722687,0.514326214790344,0.499316185712814,0.493759959936142,0.491576373577118,0.490205138921738,0.488730281591415,0.468571543693542
187,Peru,0.597525596618652,0.592008650302887,0.583611607551575,0.575950384140015,0.568613231182098,0.559313535690308,0.54814475774765,0.537029147148132,0.531124591827393,0.521258234977722,0.503241777420044,0.481242567300797,0.475685328245163,0.470357775688171,0.462454587221146,0.456518918275833,0.427190631628037,0.41728475689888,0.413816899061203,0.411168783903122,0.40725502371788,0.417653471231461,0.413483947515488,0.409339994192123
189,Philippines,0.492952316999435,0.494343101978302,0.493876814842224,0.49331396818161,0.493480503559113,0.491358071565628,0.488740503787994,0.484935224056244,0.478752106428146,0.477000117301941,0.483326286077499,0.455525189638138,0.457942128181458,0.461292773485184,0.471483886241913,0.47002100944519,0.469842940568924,0.452409595251083,0.449197292327881,0.443768531084061,0.435956180095673,0.431416153907776,0.428938090801239,0.41906064748764
191,Poland,0.276083946228027,0.273390561342239,0.270676076412201,0.263423651456833,0.255093693733215,0.247531518340111,0.234108656644821,0.220265731215477,0.207718446850777,0.19987516105175,0.194496333599091,0.160686731338501,0.156142845749855,0.15624026954174,0.156796857714653,0.156777396798134,0.15778736770153,0.158078923821449,0.156508848071098,0.154229179024696,0.150591447949409,0.137150943279266,0.13382975757122,0.130362659692764
193,Portugal,0.3049376308918,0.285890102386475,0.270270347595215,0.255350917577744,0.241260141134262,0.227071344852448,0.221468642354012,0.215957835316658,0.216931074857712,0.192341849207878,0.196816980838776,0.190689563751221,0.187756344676018,0.183546751737595,0.180035337805748,0.168782889842987,0.165322944521904,0.144455909729004,0.140526756644249,0.137303024530411,0.132467180490494,0.120751693844795,0.115747533738613,0.111659824848175
195,United States,0.32984122633934,0.324708223342896,0.319886922836304,0.311811029911041,0.303059428930283,0.295806020498276,0.291192233562469,0.286704689264297,0.286691188812256,0.27801126241684,0.27603018283844,0.275992214679718,0.278138250112534,0.278103232383728,0.278244733810425,0.279139965772629,0.28204146027565,0.286338835954666,0.288748234510422,0.291696131229401,0.293692886829376,0.290895104408264,0.283618986606598,0.28149539232254
197,Uruguay,0.467759907245636,0.465918272733688,0.461074560880661,0.458142459392548,0.45355036854744,0.4490866959095,0.444099724292755,0.439264118671417,0.435766726732254,0.40031898021698,0.397569686174393,0.393466085195541,0.390703946352005,0.388225495815277,0.385844767093658,0.388595581054688,0.386163681745529,0.372782915830612,0.365930169820786,0.349328368902206,0.337382704019547,0.339962720870972,0.32672917842865,0.311240792274475
199,"Venezuela, Republica Bolivariana de",0.53974324464798,0.538986921310425,0.542434990406036,0.5478875041008,0.55009925365448,0.546663045883179,0.545049786567688,0.544753730297089,0.541309833526611,0.50045520067215,0.503319680690765,0.504085242748261,0.501601874828339,0.501999139785767,0.502592086791992,0.472031682729721,0.472848922014236,0.472838550806046,0.473046690225601,0.475973516702652,0.478964805603027,0.477588593959808,0.476099878549576,0.474807888269424
201,Vietnam,0.426360875368118,0.420439422130585,0.414934575557709,0.404437839984894,0.394058912992477,0.38378718495369,0.372882843017578,0.362221151590347,0.356518417596817,0.351304054260254,0.345322340726852,0.340122997760773,0.331852108240128,0.32824569940567,0.324346393346787,0.320098102092743,0.31923833489418,0.321575075387955,0.317639023065567,0.313516795635223,0.309356868267059,0.310440689325333,0.307967394590378,0.306264579296112
204,"Yemen, Republic of",0.786153793334961,0.794316172599792,0.799207270145416,0.803124725818634,0.807037532329559,0.808961868286133,0.806430339813232,0.807734191417694,0.814202725887299,0.807330131530762,0.802773952484131,0.796491324901581,0.790498316287994,0.811276853084564,0.806568086147308,0.801999986171722,0.796668887138367,0.791515707969666,0.788041472434998,0.784827530384064,0.781298458576202,0.779071092605591,0.776758432388306,0.774781763553619
206,Zambia,0.665709435939789,0.65855073928833,0.652603328227997,0.648270189762115,0.644038736820221,0.64071136713028,0.643146395683289,0.645617246627808,0.646520137786865,0.651305437088013,0.655414223670959,0.652876615524292,0.642323851585388,0.637187838554382,0.631743490695953,0.623316645622253,0.611722469329834,0.60455721616745,0.59934014081955,0.597909450531006,0.592152655124664,0.598158776760101,0.594265997409821,0.590014934539795
208,Kenya,0.742043852806091,0.730938374996185,0.721035420894623,0.714107632637024,0.707856476306915,0.702226042747498,0.696660339832306,0.691499888896942,0.683259129524231,0.682805120944977,0.682486116886139,0.681122601032257,0.679888486862183,0.648294806480408,0.646769404411316,0.645279765129089,0.638843536376953,0.634480535984039,0.614681005477905,0.609281003475189,0.60396271944046,0.600647330284119,0.597169160842896,0.5620476603508
210,"Korea, Republic of",0.32146692276001,0.310329079627991,0.299066483974457,0.290071159601212,0.280634135007858,0.27087327837944,0.261656552553177,0.251719146966934,0.236170202493668,0.231354907155037,0.19064798951149,0.185427829623222,0.180778279900551,0.180492103099823,0.120814226567745,0.116570636630058,0.116609759628773,0.112379893660545,0.117339819669724,0.115344360470772,0.116738930344582,0.121994204819202,0.122418858110905,0.127116903662682
212,Kuwait,,,,,,,,0.587020635604858,0.582225382328033,0.577369511127472,0.57252961397171,0.566833972930908,0.560851156711578,0.556179046630859,0.55280739068985,0.363648474216461,0.361221998929977,0.358876049518585,0.307643979787827,0.250171452760696,0.257772296667099,0.258496731519699,0.274270743131638,0.27534681558609
214,Kyrgyz Republic,,,,,,,,0.589856326580048,0.581897795200348,0.57337486743927,0.535947442054749,0.441147476434708,0.429610788822174,0.427995324134827,0.426097571849823,0.680664122104645,0.678464114665985,0.360091894865036,0.357221812009811,0.354617029428482,0.357172906398773,0.355733215808868,0.354129493236542,0.349934428930283
216,Lao People's Democratic Republic,0.696460902690887,0.682032704353333,0.669675648212433,0.655303955078125,0.641610622406006,0.628517091274261,0.615991353988647,0.603688061237335,0.591936945915222,0.584497094154358,0.576763808727264,0.569219350814819,0.557262480258942,0.552185654640198,0.546766221523285,0.541048407554626,0.53113716840744,0.526185095310211,0.518531382083893,0.510305345058441,0.50138783454895,0.495699167251587,0.489230632781982,0.482965230941772
218,Latvia,,,,,,,,0.358281224966049,0.352033644914627,0.30511412024498,0.295277118682861,0.2798872590065,0.262315899133682,0.241724774241447,0.231457203626633,0.216760471463203,0.229047581553459,0.23085854947567,0.231108829379082,0.222987458109856,0.227612182497978,0.200068593025208,0.176446944475174,0.148711919784546
221,Lesotho,,,,,,,,0.633119106292725,0.64126193523407,0.640672445297241,0.641038775444031,0.63823276758194,0.60470575094223,0.585346937179565,0.58403217792511,0.582898139953613,0.582914888858795,0.553238689899445,0.550382792949677,0.551461756229401,0.551405072212219,0.549551010131836,0.542939960956573,0.538483202457428
223,Liberia,,,,,,,,,,,0.703057944774628,0.702226042747498,0.701276540756226,0.699048578739166,0.711744785308838,0.67300409078598,0.669758796691895,0.666575312614441,0.661697387695313,0.65636134147644,0.650774598121643,0.65988677740097,0.65076345205307,0.648262798786163
225,Libya,,,,,,,,,,,,,,,,0.249145939946175,0.207125842571259,0.201250821352005,0.195508450269699,0.190372288227081,0.18576554954052,0.153599575161934,0.132035702466965,0.130383491516113
227,Lithuania,,,,,,,,0.274596571922302,0.267744123935699,0.256975650787354,0.280904740095139,0.268508583307266,0.255446314811707,0.243394836783409,0.186784878373146,0.17445532977581,0.161404117941856,0.162513926625252,0.170063495635986,0.155928015708923,0.147441834211349,0.139949157834053,0.117109686136246,0.119801469147205
229,Luxembourg,0.218458965420723,0.209829702973366,0.198785096406937,0.194220021367073,0.18379083275795,0.187605917453766,0.177632138133049,0.166955903172493,0.167795464396477,0.176097840070724,0.175036922097206,0.183063641190529,0.189678460359573,0.19077542424202,0.167838275432587,0.168646737933159,0.159629985690117,0.15209923684597,0.146482080221176,0.150794640183449,0.144224360585213,0.123156517744064,0.125223398208618,0.113966785371304
232,Malawi,0.698844373226166,0.701652467250824,0.704619526863098,0.705624639987946,0.706422746181488,0.707389056682587,0.709468603134155,0.712030231952667,0.709752857685089,0.691484391689301,0.684528172016144,0.68056720495224,0.676596403121948,0.673057854175568,0.650943696498871,0.648400127887726,0.641621649265289,0.638264894485474,0.633267760276794,0.607729315757751,0.604928195476532,0.59960263967514,0.597731053829193,0.596205592155457
234,Malaysia,0.433108448982239,0.424438893795013,0.416054576635361,0.405043572187424,0.393909692764282,0.382823258638382,0.374252736568451,0.365617990493774,0.362283527851105,0.346822887659073,0.32951757311821,0.324607044458389,0.319630593061447,0.315699189901352,0.322125524282455,0.318913549184799,0.315405875444412,0.305312246084213,0.287957191467285,0.280842840671539,0.266954034566879,0.248788774013519,0.231520861387253,0.228488370776176
236,Maldives,0.709816157817841,0.694640755653381,0.677948653697968,0.660427510738373,0.641072511672974,0.618555009365082,0.599712133407593,0.578473329544067,0.558295905590057,0.536920607089996,0.511916637420654,0.491081386804581,0.466738611459732,0.449739545583725,0.431309819221497,0.363565146923065,0.334464520215988,0.30615958571434,0.28553968667984,0.307116895914078,0.283969193696976,0.264046400785446,0.240127384662628,0.234062984585762
238,Mali,,,,,,,,0.72459203004837,0.723422825336456,0.722157418727875,0.720410704612732,0.719204425811768,0.723939299583435,0.722019195556641,0.719400703907013,0.71573793888092,0.692817330360413,0.678210437297821,0.666851162910461,0.657583773136139,0.649331033229828,0.647344350814819,0.645305812358856,0.643093526363373
240,Malta,0.382101118564606,0.368096053600311,0.356564998626709,0.348717957735062,0.343118757009506,0.33587571978569,0.330968916416168,0.325971573591232,0.322527050971985,0.285915583372116,0.282332599163055,0.282683163881302,0.271140098571777,0.286144971847534,0.281543254852295,0.274716854095459,0.275718539953232,0.271089613437653,0.270325481891632,0.269108951091766,0.267189055681229,0.26421844959259,0.256134182214737,0.22133994102478
242,Mauritania,,,,,,,,0.790095448493958,0.75011283159256,0.747004806995392,0.742329001426697,0.738115549087524,0.733490467071533,0.730039834976196,0.725950181484222,0.677423000335693,0.654853463172913,0.636027097702026,0.63126266002655,0.624817132949829,0.620733916759491,0.617157399654388,0.613061368465424,0.609310388565063
243,Guyana,0.500156044960022,0.502607762813568,0.505464375019073,0.507891893386841,0.512559294700623,0.51774138212204,0.521890699863434,0.526251196861267,0.53208327293396,0.538400650024414,0.540173530578613,0.542444705963135,0.540345430374146,0.542193591594696,0.523954093456268,0.525352895259857,0.528900027275085,0.529235005378723,0.524770200252533,0.521622598171234,0.518231213092804,0.515380263328552,0.5145183801651,0.5145263671875
244,Haiti,,,,,,,,0.647245109081268,0.64363831281662,0.639993369579315,0.636213183403015,0.633292436599731,0.630196392536163,0.62775444984436,0.625249922275543,0.622785568237305,0.648106932640076,0.610613465309143,0.607944786548615,0.605312168598175,0.551158607006073,0.598387181758881,0.595110237598419,0.592057287693024
246,Honduras,0.632035553455353,0.627995371818542,0.620071232318878,0.615744829177856,0.610955893993378,0.605724215507507,0.592270314693451,0.58764773607254,0.580746591091156,0.570262312889099,0.566911041736603,0.567115426063538,0.595632791519165,0.5921990275383,0.588573813438416,0.511344492435455,0.507375717163086,0.503680348396301,0.50038743019104,0.510974168777466,0.507643282413483,0.50145024061203,0.499422460794449,0.497613608837128
248,Hungary,0.307779520750046,0.30446869134903,0.301359564065933,0.300366193056107,0.300607740879059,0.304236799478531,0.295545190572739,0.286477476358414,0.290498793125153,0.273442804813385,0.25371453166008,0.254246294498444,0.246837884187698,0.242461517453194,0.248942524194717,0.249840795993805,0.24810716509819,0.250414997339249,0.250867277383804,0.250081092119217,0.260439604520798,0.247155264019966,0.229388520121574,0.215161800384521
250,Iceland,0.183314755558968,0.178555458784103,0.17271576821804,0.167729362845421,0.164342761039734,0.162137284874916,0.159477531909943,0.157695576548576,0.153729245066643,0.13301756978035,0.128844201564789,0.12422339618206,0.119709178805351,0.123803660273552,0.122362278401852,0.114543683826923,0.112515836954117,0.109601937234402,0.106925651431084,0.0923080518841743,0.0893139690160751,0.0896081849932671,0.0858739241957664,0.0826142057776451
252,India,0.715134799480438,0.710661172866821,0.705978810787201,0.700848817825317,0.695532917976379,0.691040635108948,0.683374464511871,0.675827026367188,0.664988934993744,0.65760213136673,0.64870548248291,0.645059704780579,0.64012598991394,0.634120166301727,0.630526185035706,0.623626351356506,0.618965744972229,0.609266936779022,0.604617476463318,0.590900003910065,0.585786461830139,0.578526675701141,0.571991086006165,0.567958414554596
254,Indonesia,0.597523748874664,0.594921469688416,0.592229187488556,0.585594475269318,0.578411996364594,0.573438167572021,0.56896698474884,0.565119683742523,0.561160445213318,0.569291591644287,0.578227162361145,0.576224684715271,0.574487030506134,0.571134626865387,0.549762070178986,0.546305656433105,0.542640268802643,0.537635505199432,0.53295236825943,0.506109118461609,0.501796066761017,0.49801641702652,0.493601351976395,0.490205138921738
256,"Iran, Islamic Republic of",0.746738135814667,0.728177964687347,0.710776388645172,0.694812953472137,0.67799985408783,0.661608695983887,0.643595397472382,0.621092796325684,0.605784833431244,0.590205729007721,0.593160033226013,0.578153789043427,0.55226731300354,0.540416419506073,0.52800440788269,0.515711486339569,0.513550937175751,0.512015402317047,0.540998518466949,0.535482168197632,0.530100166797638,0.528074026107788,0.519997775554657,0.517436623573303
258,Iraq,0.660364627838135,0.656865239143372,0.653497338294983,0.651792526245117,0.64958667755127,0.647434890270233,0.64708411693573,0.647004306316376,0.64410537481308,0.640318930149078,0.628177344799042,0.626984417438507,0.625708937644959,0.60232937335968,0.584909558296204,0.573265314102173,0.561249852180481,0.56013548374176,0.557244002819061,0.55391263961792,0.551392138004303,0.548167645931244,0.544868409633636,0.540901362895966
260,Ireland,0.254921823740005,0.248296812176704,0.240874871611595,0.234236508607864,0.230059117078781,0.226590186357498,0.222119882702827,0.219005599617958,0.216467142105103,0.213771924376488,0.212591901421547,0.211708009243011,0.202442914247513,0.199578851461411,0.197648093104362,0.19335725903511,0.19097226858139,0.187439873814583,0.179788067936897,0.167792245745659,0.158273994922638,0.14248189330101,0.131208091974258,0.127248421311378
262,Israel,0.275857269763947,0.268481284379959,0.260394871234894,0.254724115133286,0.24703748524189,0.240004509687424,0.236403077840805,0.232540652155876,0.229828998446465,0.195644214749336,0.188226744532585,0.182350873947144,0.176098465919495,0.169597953557968,0.167723998427391,0.165394186973572,0.16752053797245,0.166082933545113,0.160483598709106,0.136528626084328,0.126698881387711,0.116575211286545,0.10832391679287,0.0914366021752357
264,Italy,0.193905472755432,0.190209597349167,0.189256906509399,0.189426749944687,0.187177658081055,0.185422450304031,0.183583170175552,0.182356119155884,0.180943384766579,0.178444668650627,0.177079275250435,0.184188067913055,0.183151319622993,0.17046383023262,0.16751617193222,0.166470989584923,0.13697661459446,0.135899171233177,0.115513011813164,0.109960235655308,0.103394724428654,0.0957589149475098,0.0879248604178429,0.0639007911086082
266,Jamaica,0.536728918552399,0.523811280727386,0.512255668640137,0.501732885837555,0.491797745227814,0.484399676322937,0.47928848862648,0.474917858839035,0.467582106590271,0.468038558959961,0.467238754034042,0.466105997562408,0.468005388975143,0.470222741365433,0.468176007270813,0.465671807527542,0.463498771190643,0.454098224639893,0.451888054609299,0.450311571359634,0.448225766420364,0.448653966188431,0.445785492658615,0.443775922060013
268,Japan,0.303095310926437,0.277110069990158,0.256548970937729,0.240511700510979,0.225656777620316,0.21239061653614,0.204037383198738,0.196330428123474,0.199210524559021,0.20253998041153,0.17126502096653,0.173365563154221,0.176229014992714,0.176136508584023,0.174192696809769,0.155290588736534,0.150241792201996,0.148388132452965,0.148276120424271,0.134793236851692,0.133255869150162,0.138223111629486,0.1599230915308,0.157503977417946
270,Jordan,0.806125938892365,0.80232036113739,0.794863700866699,0.788954317569733,0.782987654209137,0.777075827121735,0.774329006671906,0.771241009235382,0.76862621307373,0.765746116638184,0.762857258319855,0.655003488063812,0.645452499389648,0.576066255569458,0.581418991088867,0.566410481929779,0.558577060699463,0.527669668197632,0.527226507663727,0.520217001438141,0.486126899719238,0.482105523347855,0.480028420686722,0.468914955854416
272,Kazakhstan,,,,,,,,0.410633057355881,0.401546448469162,0.404984325170517,0.397237181663513,0.385715872049332,0.373463600873947,0.367014110088348,0.360513865947723,0.352650344371796,0.349127918481827,0.319048434495926,0.316740214824677,0.307812035083771,0.305712193250656,0.297186195850372,0.268401652574539,0.252505034208298
273,Nicaragua,0.609755992889404,0.609921395778656,0.610176503658295,0.609052002429962,0.608066201210022,0.60721230506897,0.601705551147461,0.596266448497772,0.58920156955719,0.587317168712616,0.580382287502289,0.552108824253082,0.530105531215668,0.524496793746948,0.518690705299377,0.512877762317657,0.523894429206848,0.510698795318604,0.506860435009003,0.497267127037048,0.493534535169601,0.454372733831406,0.449905812740326,0.445766001939774
275,Niger,0.80399763584137,0.805051505565643,0.806499123573303,0.808398246765137,0.811200499534607,0.815175414085388,0.819941103458405,0.828045427799225,0.825156271457672,0.822470724582672,0.819716036319733,0.815723598003387,0.814061343669891,0.812283337116241,0.733589470386505,0.731398940086365,0.729174077510834,0.727032601833344,0.724979758262634,0.732400238513947,0.72372579574585,0.716272592544556,0.714707136154175,0.713299095630646
277,Norway,0.129716455936432,0.125999957323074,0.124330103397369,0.120779864490032,0.117818735539913,0.114330187439919,0.110927261412144,0.107594825327396,0.104286275804043,0.100525252521038,0.097150094807148,0.0936999619007111,0.0884978026151657,0.0864255204796791,0.082385241985321,0.0810755863785744,0.0795796886086464,0.0797540098428726,0.07808718085289,0.0721540451049805,0.0709763690829277,0.0690673440694809,0.0676549822092056,0.0643845871090889
280,Pakistan,0.741098463535309,0.738096952438354,0.737956583499908,0.735617220401764,0.735659182071686,0.749089896678925,0.749375939369202,0.753648519515991,0.746969401836395,0.697074174880981,0.666233003139496,0.64336621761322,0.621615886688232,0.609503269195557,0.599331259727478,0.586427628993988,0.573872864246368,0.566437602043152,0.556405901908875,0.547026097774506,0.537677049636841,0.532294094562531,0.527024567127228,0.527425467967987
282,Panama,0.545818388462067,0.540389716625214,0.536306083202362,0.533366084098816,0.528516590595245,0.524002969264984,0.519891202449799,0.515493631362915,0.512883245944977,0.509657323360443,0.505222499370575,0.503548502922058,0.501787900924683,0.500267088413239,0.471912235021591,0.469653934240341,0.470417946577072,0.467934489250183,0.466971755027771,0.500622391700745,0.500201106071472,0.499751418828964,0.499371439218521,0.499173372983933
285,"Afghanistan, Islamic Republic of",0.828244090080261,0.817706346511841,0.809805750846863,0.803077876567841,0.797028481960297,0.792113184928894,0.787812292575836,0.783993065357208,0.77972936630249,0.775405287742615,0.772051453590393,0.767977297306061,0.76180237531662,0.753782153129578,0.745357573032379,0.735925018787384,0.732496917247772,0.727537035942078,0.722909450531006,0.718444526195526,0.71152800321579,0.704575777053833,0.697546064853668,0.691267609596252
287,Albania,0.304178923368454,0.306627571582794,0.310515135526657,0.315709918737412,0.321966081857681,0.329664468765259,0.340119659900665,0.352817744016647,0.368949770927429,0.393370658159256,0.390317291021347,0.378365069627762,0.372151553630829,0.363880753517151,0.347002446651459,0.330550044775009,0.322004944086075,0.312857449054718,0.308194667100906,0.246237531304359,0.24087692797184,0.24013090133667,0.236439630389214,0.22340701520443
289,Algeria,0.705101132392883,0.696064889431,0.68686455488205,0.677171289920807,0.667237997055054,0.65596079826355,0.644212961196899,0.632497489452362,0.624979794025421,0.617097139358521,0.604949057102203,0.594988226890564,0.550585806369781,0.544245183467865,0.537970721721649,0.530892908573151,0.52456271648407,0.504988253116608,0.498644649982452,0.492455959320068,0.489282429218292,0.48585718870163,0.402576148509979,0.397728025913239
291,Argentina,0.515612721443176,0.491696000099182,0.473582029342651,0.457045435905457,0.442913085222244,0.429041147232056,0.420271515846252,0.412631422281265,0.410048395395279,0.408669769763947,0.407265156507492,0.400430232286453,0.39398193359375,0.39268434047699,0.384086102247238,0.380790382623672,0.383600383996964,0.375883489847183,0.376159191131592,0.378283441066742,0.382439285516739,0.380697160959244,0.377508014440537,0.374633461236954
293,"Armenia, Republic of",0.35692623257637,0.368211507797241,0.379360854625702,0.383876234292984,0.390477776527405,0.399515360593796,0.409590154886246,0.429696470499039,0.422465473413467,0.458955496549606,0.451124161481857,0.443338662385941,0.435834318399429,0.40660548210144,0.393633097410202,0.389915555715561,0.386249989271164,0.346597105264664,0.351142406463623,0.338587731122971,0.337922930717468,0.337499380111694,0.319000661373138,0.316623091697693
